SN,YEAR,QTR,MONTH,PROJECT_CODE,PROJECT_NAME,ACCOUNT_NAME,PRACTICE_AREA,BU,B_ TYPE,REGION_COUNTRY,ENTITY_INDIA_US,TOTAL_RESOURCES,TOTAL_REVENUE,TOTAL_DIRECT_COST,NET_MARGIN,EBIDTA
149,2022-23,Q1,09/17/24,SS300305,Software Service -PMB-DMS-CSR Portal,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,,0.55,-0.55,-0.55
150,2022-23,Q1,09/18/24,SS300308,Software Service-PMB-Volume Generation Tool -AMC,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,7.45,2.33,5.86,-3.53,-3.86
151,2022-23,Q1,09/19/24,SS300314,Software Service -PMB-DMS-AMC-CSR Portal,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,,1.00,-1.00,-1.00
152,2022-23,Q1,09/20/24,SS300332,Software Service-PMB-Volume Gen. Onsite Support,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,3.31,0.00,3.31,3.31
153,2022-23,Q1,09/21/24,PD499999,Practice Bench –  PMB-Data & Analytics ,PMB,Data & Analytics,Digital,Bench,IND,PMBIT-IND-SA,4.32,,0.00,-7.92,-8.06
154,2022-23,Q1,09/22/24,SS300272,Software Service - PMB - Machine Learning,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,,-16.18,0.28,-16.46,-16.46
155,2022-23,Q1,09/23/24,SS300303,Software Service -PMB -Client & TM Profiling,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,12.10,11.73,24.88,-13.15,-13.69
156,2022-23,Q1,09/24/24,SS300334,Software Service-PMB-DataSwitch,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,,-1.50,0.00,-1.50,-1.50
157,2022-23,Q1,09/25/24,SS300335,Software Service-PMB-Shareholder Repository Platform,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,7.90,29.74,8.52,21.22,20.86
158,2022-23,Q1,09/26/24,SS400305,Software Service -PMB-SnowFlake Migration,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,9.00,100.00,7.36,92.64,92.23
159,2022-23,Q1,09/27/24,CC400037,Customer Care Services - NOW Support,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,1.00,0.64,0.67,-0.03,-0.07
160,2022-23,Q1,09/28/24,CC400040,Customer Care Services - NOW -PMB-NCFM,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,,0.38,0.00,0.38,0.38
161,2022-23,Q1,09/29/24,CC400041,Customer Care Services - NOW -PMB-MSM,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,29.84,13.06,10.09,2.98,1.63
162,2022-23,Q1,09/30/24,CC400044,Customer Care Services - Regulatory Function  -PMB,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,30.13,15.81,7.61,8.20,6.85
163,2022-23,Q1,10/01/24,CC400048,Customer Care Services - PMB IFSC-Helpdesk Support,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,6.00,4.47,2.46,2.01,1.74
164,2022-23,Q1,10/02/24,IM300052,IMS - PMB - Stratus MMC Services,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,,51.43,45.27,6.16,6.16
165,2022-23,Q1,10/03/24,IM300091,IMS- PMB- Co-Location Project,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,39.77,190.62,17.69,172.93,171.15
166,2022-23,Q1,10/04/24,IM300158,IMS - PMB - Stratus T&M,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,6.90,10.46,7.81,2.65,2.34
167,2022-23,Q1,10/05/24,IM300169,IMS-PMB-VMS-AWC Cloud Hosting,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,,0.44,0.36,0.08,0.08
168,2022-23,Q1,10/06/24,IM400212,IMS-PMB-BCP,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,86.57,125.23,54.32,70.91,67.01
169,2022-23,Q1,10/07/24,IM400216,IMS-PMB-Incident Manager,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,2.00,2.19,1.78,0.41,0.32
170,2022-23,Q1,10/08/24,IM400218,IMS-PMB-Project Management (PMO),PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,2.00,2.67,1.49,1.18,1.09
171,2022-23,Q1,10/09/24,IS400003,ISRC - PMB,PMB,ISRC,Digital,Project,IND,PMBIT-IND-SA,,24.55,14.52,10.02,10.02
172,2022-23,Q1,10/10/24,SS300256,Software Service - PMB-Enterprise Applications support,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,31.33,21.18,19.38,1.80,0.39
173,2022-23,Q1,10/11/24,SS300266,Software Service - PMB - CTCL-CRM Support,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,12.00,10.32,12.65,-2.33,-2.87
174,2022-23,Q1,10/12/24,SS400224,Software Services - PMB Infotech Gift City -Support Service,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,91.11,179.68,65.22,114.45,110.91
175,2022-23,Q1,10/13/24,SS400229,Software Services - PMB IFSC Clearing Gift City Sup Service,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,4.00,-3.20,3.10,-6.30,-6.48
176,2022-23,Q1,10/14/24,SS400250,Software Services - PMB -Trading Test Environment Management,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,17.93,28.99,12.74,16.25,15.45
177,2022-23,Q1,10/15/24,SS400283,Software Service - PMB-PSM & Epsilon,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,30.28,97.41,28.71,68.70,67.33
178,2022-23,Q1,10/16/24,SS400298,Software Services -PMB -GIFT City- SGX DTX,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,-22.16,-23.82,-7.74,-16.08,-15.64
179,2022-23,Q1,10/17/24,PN399999,Practice Bench – PSG Non PMB,PMB,PSG-Non PMB,Digital,Bench,IND,PMBIT-IND-SA,0.50,,0.00,-2.75,-2.77
180,2022-23,Q1,10/18/24,ST400179,Software Testing-LIB-T&M,LIB,PSG-Non PMB,Digital,Project,IND,PMBIT-IND-SA,89.59,60.05,40.31,19.74,15.71
181,2022-23,Q1,10/19/24,SS400046,Software Services - T&M - PMB - Development,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,94.95,159.69,77.63,82.06,77.85
182,2022-23,Q1,10/20/24,SS400249,Software Services - PMB IFSC Gift City Trading Development,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,50.33,137.50,52.39,85.12,82.85
183,2022-23,Q1,10/21/24,SS400303,Software Service -PMB-Collateral segregation,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,2.00,2.99,2.59,0.40,0.31
184,2022-23,Q1,10/22/24,ST400176,Software Testing - T&M - PMB - BAT,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,7.00,12.67,5.70,6.97,6.66
185,2022-23,Q1,10/23/24,ST400204,Software Testing- PMB -Web Testing,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,5.03,4.17,2.23,1.93,1.71
186,2022-23,Q1,10/24/24,ST400211,Software Testing-PMB -MF Testing,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,3.00,4.40,1.68,2.72,2.58
187,2022-23,Q2,10/25/24,SP100157,Software Products -PMB-Dataswitch Licence,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,,,1.55,-1.55,-1.55
188,2022-23,Q2,10/26/24,SS300292,Software Service - PMB XBRL -AMC,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,2.25,3.17,2.48,0.70,0.59
189,2022-23,Q2,10/27/24,SS300295,Software Service - PMB- Contract Generation AMC Support ,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,7.00,10.55,9.34,1.21,0.89
190,2022-23,Q2,10/28/24,SS300299,Software Service - PMB-Neaps AMC,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,6.35,0.44,5.90,5.90
191,2022-23,Q2,10/29/24,SS300318,Software Service -PMB-STP Support HUB,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,3.20,2.75,2.21,0.54,0.39
192,2022-23,Q2,10/30/24,SS300319,Software Service -PMB-XBRL Annual Report (C&I Taxonomy),PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,17.00,0.00,17.00,17.00
193,2022-23,Q2,10/31/24,SS300328,Software Service -PMB-XBRL - Misc,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,,0.00,0.00,0.00
194,2022-23,Q2,11/01/24,SS300330,Software Service -PMB-Solace Onsite Support,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,6.71,6.62,0.09,0.09
195,2022-23,Q2,11/02/24,SS400287,Software Service -Contract Generation - Production Support,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,2.00,3.38,1.76,1.62,1.53
196,2022-23,Q2,11/03/24,SS400290,PMB- Solace -Enhanced Support,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,2.00,28.74,23.63,5.11,5.02
197,2022-23,Q2,11/04/24,SS400294,Software Service -PMB-IFSC-Website Dev & Mtns,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,4.00,6.04,3.16,2.88,2.70
198,2022-23,Q2,11/05/24,SS400306,Software Service -PMB-Website,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,24.47,40.13,24.75,15.38,14.28
199,2022-23,Q2,11/06/24,SS400308,Software Service -PMB-Data Scientist (Surveillance) ,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,1.00,5.00,3.67,1.33,1.29
200,2022-23,Q2,11/07/24,SS400312,Software Service -PMB-VGT Load Pumping,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,3.00,4.54,1.56,2.98,2.85
201,2022-23,Q2,11/08/24,RP100009,RPA - LIB-Automation Licence,LIB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,,33.26,29.32,3.94,3.94
202,2022-23,Q2,11/09/24,RP300009,RPA - Automation (24 Process ) - PMB,PMB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,5.73,,3.88,-3.88,-4.13
203,2022-23,Q2,11/10/24,RP300013,RPA - Automation -LIB,LIB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,15.86,,12.20,-12.20,-12.92
204,2022-23,Q2,11/11/24,RP400001,RPA - PMB - Robotic Automation  T&M,PMB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,2.00,3.30,0.94,2.36,2.27
205,2022-23,Q2,11/12/24,RP400011,RPA - LIB -T&M,LIB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,5.00,2.21,2.07,0.14,-0.09
206,2022-23,Q2,11/13/24,SS300252,Software Services - KRA Dashboard - CPMS,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,1.00,,0.00,,-0.05
207,2022-23,Q2,11/14/24,SS300262,Software Service - PMB- Document Management System,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,,0.55,-0.55,-0.55
208,2022-23,Q2,11/15/24,SS300271,Software Service - PMB - PPMS,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,0.42,0.28,0.14,0.14
209,2022-23,Q2,11/16/24,SS300283,Software Services - PMB - Trading Simulator,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,1.10,1.00,0.72,0.28,0.23
210,2022-23,Q2,11/17/24,SS300301,Software Service -PMB Vendor Management System,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,0.42,0.00,0.42,0.42
211,2022-23,Q2,11/18/24,SS300305,Software Service -PMB-DMS-CSR Portal,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,,0.55,-0.55,-0.55
212,2022-23,Q2,11/19/24,SS300308,Software Service-PMB-Volume Generation Tool -AMC,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,3.01,2.33,4.35,-2.01,-2.15
213,2022-23,Q2,11/20/24,SS300314,Software Service -PMB-DMS-AMC-CSR Portal,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,,0.80,-0.80,-0.80
214,2022-23,Q2,11/21/24,SS300332,Software Service-PMB-Volume Gen. Onsite Support,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,3.31,0.00,3.31,3.31
215,2022-23,Q2,11/22/24,PD499999,Practice Bench –  PMB-Data & Analytics ,PMB,Data & Analytics,Digital,Bench,IND,PMBIT-IND-SA,13.74,,0.00,-24.35,-24.63
216,2022-23,Q2,11/23/24,SS300303,Software Service -PMB -Client & TM Profiling,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,15.40,11.73,24.75,-13.01,-13.71
217,2022-23,Q2,11/24/24,SS300335,Software Service-PMB-Shareholder Repository Platform,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,6.40,,6.10,-6.10,-6.39
218,2022-23,Q2,11/25/24,SS400305,Software Service -PMB-SnowFlake Migration,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,10.91,33.33,12.65,20.68,20.19
219,2022-23,Q2,11/26/24,CC400037,Customer Care Services - NOW Support,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,1.00,0.86,0.72,0.14,0.10
220,2022-23,Q2,11/27/24,CC400040,Customer Care Services - NOW -PMB-NCFM,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,,-0.39,0.00,-0.39,-0.39
221,2022-23,Q2,11/28/24,CC400041,Customer Care Services - NOW -PMB-MSM,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,29.77,13.06,10.78,2.29,0.95
222,2022-23,Q2,11/29/24,CC400044,Customer Care Services - Regulatory Function  -PMB,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,30.70,17.50,8.90,8.60,7.22
223,2022-23,Q2,11/30/24,CC400048,Customer Care Services - PMB IFSC-Helpdesk Support,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,7.00,4.55,3.11,1.44,1.12
224,2022-23,Q2,12/01/24,IM300052,IMS - PMB - Stratus MMC Services,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,,46.94,44.46,2.48,2.48
225,2022-23,Q2,12/02/24,IM300091,IMS- PMB- Co-Location Project,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,41.72,159.67,21.22,138.45,136.57
226,2022-23,Q2,12/03/24,IM300158,IMS - PMB - Stratus T&M,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,7.68,10.46,9.03,1.42,1.08
227,2022-23,Q2,12/04/24,IM300169,IMS-PMB-VMS-AWC Cloud Hosting,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,,0.44,0.00,0.44,0.44
228,2022-23,Q2,12/05/24,IM400212,IMS-PMB-BCP,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,86.81,123.14,54.16,68.98,65.07
229,2022-23,Q2,12/06/24,IM400216,IMS-PMB-Incident Manager,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,2.00,2.96,1.88,1.08,0.99
230,2022-23,Q2,12/07/24,IM400218,IMS-PMB-Project Management (PMO),PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,2.00,2.67,1.61,1.06,0.97
231,2022-23,Q2,12/08/24,IS400003,ISRC - PMB,PMB,ISRC,Digital,Project,IND,PMBIT-IND-SA,,,15.37,-15.37,-15.37
232,2022-23,Q2,12/09/24,SS300256,Software Service - PMB-Enterprise Applications support,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,31.71,19.53,22.27,-2.74,-4.17
233,2022-23,Q2,12/10/24,SS300266,Software Service - PMB - CTCL-CRM Support,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,12.00,10.00,10.45,-0.45,-0.99
234,2022-23,Q2,12/11/24,SS400224,Software Services - PMB Infotech Gift City -Support Service,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,69.97,80.72,66.03,14.68,11.54
235,2022-23,Q2,12/12/24,SS400229,Software Services - PMB IFSC Clearing Gift City Sup Service,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,4.00,1.60,3.03,-1.43,-1.61
236,2022-23,Q2,12/13/24,SS400250,Software Services - PMB -Trading Test Environment Management,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,17.39,24.17,13.87,10.30,9.52
237,2022-23,Q2,12/14/24,SS400283,Software Service - PMB-PSM & Epsilon,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,30.03,105.16,37.93,67.23,65.88
238,2022-23,Q2,12/15/24,PN399999,Practice Bench – PSG Non PMB,PMB,PSG-Non PMB,Digital,Bench,IND,PMBIT-IND-SA,3.92,,0.00,-5.77,-5.85
239,2022-23,Q2,12/16/24,ST400179,Software Testing-LIB-T&M,LIB,PSG-Non PMB,Digital,Project,IND,PMBIT-IND-SA,89.61,60.37,43.82,16.55,12.52
240,2022-23,Q2,12/17/24,SS400046,Software Services - T&M - PMB - Development,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,97.52,132.75,92.15,40.60,36.21
241,2022-23,Q2,12/18/24,SS400249,Software Services - PMB IFSC Gift City Trading Development,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,48.87,75.90,47.91,27.98,25.78
242,2022-23,Q2,12/19/24,SS400303,Software Service -PMB-Collateral segregation,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,2.00,2.89,2.53,0.35,0.26
243,2022-23,Q2,12/20/24,ST400176,Software Testing - T&M - PMB - BAT,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,7.00,10.22,5.40,4.82,4.51
244,2022-23,Q2,12/21/24,ST400204,Software Testing- PMB -Web Testing,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,6.26,8.33,2.67,5.67,5.38
245,2022-23,Q2,12/22/24,ST400211,Software Testing-PMB -MF Testing,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,2.71,4.18,1.76,2.42,2.30
246,2022-23,Q2,12/23/24,SP100157,Software Products -PMB-Dataswitch Licence,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,,74.08,46.53,27.55,27.55
247,2022-23,Q2,12/24/24,SS300292,Software Service - PMB XBRL -AMC,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,2.25,3.17,2.26,0.91,0.81
248,2022-23,Q2,12/25/24,SS300295,Software Service - PMB- Contract Generation AMC Support ,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,7.00,10.04,9.21,0.83,0.51
249,2022-23,Q2,12/26/24,SS300299,Software Service - PMB-Neaps AMC,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,1.45,6.35,1.11,5.24,5.17
250,2022-23,Q2,12/27/24,SS300318,Software Service -PMB-STP Support HUB,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,3.20,2.75,2.03,0.72,0.57
251,2022-23,Q2,12/28/24,SS300319,Software Service -PMB-XBRL Annual Report (C&I Taxonomy),PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,0.35,4.25,13.29,-9.04,-9.05
252,2022-23,Q2,12/29/24,SS300328,Software Service -PMB-XBRL - Misc,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,0.87,15.00,10.89,4.11,4.07
253,2022-23,Q2,12/30/24,SS300330,Software Service -PMB-Solace Onsite Support,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,42.87,41.26,1.61,1.61
254,2022-23,Q2,12/31/24,SS400287,Software Service -Contract Generation - Production Support,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,2.00,3.46,1.69,1.77,1.68
255,2022-23,Q2,01/01/25,SS400290,PMB- Solace -Enhanced Support,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,2.00,28.74,23.57,5.17,5.08
256,2022-23,Q2,01/02/25,SS400294,Software Service -PMB-IFSC-Website Dev & Mtns,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,4.00,7.04,3.06,3.98,3.80
257,2022-23,Q2,01/03/25,SS400306,Software Service -PMB-Website,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,23.92,34.73,33.09,1.64,0.56
258,2022-23,Q2,01/04/25,SS400308,Software Service -PMB-Data Scientist (Surveillance) ,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,1.00,4.73,3.48,1.25,1.21
259,2022-23,Q2,01/05/25,SS400312,Software Service -PMB-VGT Load Pumping,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,3.77,3.68,2.06,1.61,1.44
260,2022-23,Q2,01/06/25,RP100009,RPA - LIB-Automation Licence,LIB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,,,0.07,-0.07,-0.07
261,2022-23,Q2,01/07/25,RP300009,RPA - Automation (24 Process ) - PMB,PMB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,6.05,,4.00,-4.00,-4.27
262,2022-23,Q2,01/08/25,RP300013,RPA - Automation -LIB,LIB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,24.60,5.91,14.08,-8.17,-9.28
263,2022-23,Q2,01/09/25,RP400001,RPA - PMB - Robotic Automation  T&M,PMB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,2.00,13.11,0.70,12.41,12.32
264,2022-23,Q2,01/10/25,RP400011,RPA - LIB -T&M,LIB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,5.00,2.21,2.04,0.17,-0.06
265,2022-23,Q2,01/11/25,SS300262,Software Service - PMB- Document Management System,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,,0.55,-0.55,-0.55
266,2022-23,Q2,01/12/25,SS300271,Software Service - PMB - PPMS,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,0.42,0.28,0.14,0.14
267,2022-23,Q2,01/13/25,SS300283,Software Services - PMB - Trading Simulator,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,1.15,1.00,0.79,0.21,0.16
268,2022-23,Q2,01/14/25,SS300301,Software Service -PMB Vendor Management System,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,0.42,0.00,0.42,0.42
269,2022-23,Q2,01/15/25,SS300305,Software Service -PMB-DMS-CSR Portal,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,,0.55,-0.55,-0.55
270,2022-23,Q2,01/16/25,SS300308,Software Service-PMB-Volume Generation Tool -AMC,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,2.33,0.00,2.33,2.33
271,2022-23,Q2,01/17/25,SS300314,Software Service -PMB-DMS-AMC-CSR Portal,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,,0.80,-0.80,-0.80
272,2022-23,Q2,01/18/25,SS300332,Software Service-PMB-Volume Gen. Onsite Support,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,1.15,18.52,1.13,17.38,17.33
273,2022-23,Q2,01/19/25,PD499999,Practice Bench –  PMB-Data & Analytics ,PMB,Data & Analytics,Digital,Bench,IND,PMBIT-IND-SA,11.91,,0.00,-17.84,-17.92
274,2022-23,Q2,01/20/25,SS300303,Software Service -PMB -Client & TM Profiling,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,20.07,11.73,28.47,-16.74,-17.64
275,2022-23,Q2,01/21/25,SS300335,Software Service-PMB-Shareholder Repository Platform,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,6.40,,6.02,-6.02,-6.31
276,2022-23,Q2,01/22/25,SS300339,Software Service-PMB Indices -Website Mtns & Support,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,1.99,,2.08,-2.08,-2.17
277,2022-23,Q2,01/23/25,SS400305,Software Service -PMB-SnowFlake Migration,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,14.77,33.33,15.67,17.66,17.00
278,2022-23,Q2,01/24/25,CC400037,Customer Care Services - NOW Support,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,1.00,0.86,0.69,0.17,0.12
279,2022-23,Q2,01/25/25,CC400041,Customer Care Services - NOW -PMB-MSM,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,34.45,13.06,14.22,-1.15,-2.70
280,2022-23,Q2,01/26/25,CC400044,Customer Care Services - Regulatory Function  -PMB,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,32.32,17.07,9.00,8.07,6.61
281,2022-23,Q2,01/27/25,CC400048,Customer Care Services - PMB IFSC-Helpdesk Support,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,7.00,6.56,2.90,3.67,3.35
282,2022-23,Q2,01/28/25,IM300052,IMS - PMB - Stratus MMC Services,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,,46.94,44.59,2.35,2.35
283,2022-23,Q2,01/29/25,IM300091,IMS- PMB- Co-Location Project,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,45.03,143.54,21.22,122.32,120.29
284,2022-23,Q2,01/30/25,IM300158,IMS - PMB - Stratus T&M,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,8.77,10.46,8.87,1.59,1.19
285,2022-23,Q2,01/31/25,IM300169,IMS-PMB-VMS-AWC Cloud Hosting,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,,0.44,0.00,0.44,0.44
286,2022-23,Q2,02/01/25,IM400212,IMS-PMB-BCP,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,89.03,115.31,58.35,56.96,52.96
287,2022-23,Q2,02/02/25,IM400216,IMS-PMB-Incident Manager,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,2.00,3.10,1.82,1.28,1.19
288,2022-23,Q2,02/03/25,IM400218,IMS-PMB-Project Management (PMO),PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,2.00,2.67,1.55,1.12,1.03
289,2022-23,Q2,02/04/25,IS400003,ISRC - PMB,PMB,ISRC,Digital,Project,IND,PMBIT-IND-SA,,,15.37,-15.37,-15.37
290,2022-23,Q2,02/05/25,SS300256,Software Service - PMB-Enterprise Applications support,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,32.00,20.20,21.20,-1.00,-2.44
291,2022-23,Q2,02/06/25,SS300266,Software Service - PMB - CTCL-CRM Support,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,12.00,10.00,10.12,-0.12,-0.66
292,2022-23,Q2,02/07/25,SS400224,Software Services - PMB Infotech Gift City -Support Service,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,69.30,80.72,65.16,15.56,12.44
293,2022-23,Q2,02/08/25,SS400229,Software Services - PMB IFSC Clearing Gift City Sup Service,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,4.00,1.60,3.01,-1.41,-1.59
294,2022-23,Q2,02/09/25,SS400250,Software Services - PMB -Trading Test Environment Management,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,16.55,24.46,11.74,12.73,11.98
295,2022-23,Q2,02/10/25,SS400283,Software Service - PMB-PSM & Epsilon,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,29.26,74.83,28.28,46.55,45.23
296,2022-23,Q2,02/11/25,PN399999,Practice Bench – PSG Non PMB,PMB,PSG-Non PMB,Digital,Bench,IND,PMBIT-IND-SA,3.34,,0.00,-5.09,-5.11
297,2022-23,Q2,02/12/25,ST400179,Software Testing-LIB-T&M,LIB,PSG-Non PMB,Digital,Project,IND,PMBIT-IND-SA,91.61,58.27,44.24,14.03,9.91
298,2022-23,Q2,02/13/25,SS400046,Software Services - T&M - PMB - Development,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,99.89,152.64,94.89,57.74,53.25
